mDM SigmaV
0.5023479140264594 1.8246370853304577e-24
0.5178665906363665 1.670263698375678e-24
0.5338653843197457 1.5158947285926179e-24
0.5503577639840188 1.386727359322318e-24
0.5673595747222427 1.2694033166606104e-24
0.584886610300189 1.1620054724646293e-24
0.6029536781154605 1.0799565832560433e-24
0.6215794072062627 9.977595388474205e-25
0.6407800415653688 9.260853296339779e-25
0.6605735823240976 8.612626835993156e-25
0.6809783318870657 8.025641702185293e-25
0.7020125831945223 7.533129631697367e-25
0.7236968423974884 7.052207806828786e-25
0.7460504425715999 6.62817218260281e-25
0.7690944237173493 6.233744035971031e-25
0.7928498623068361 5.878278569823449e-25
0.8173387137817693 5.557729103981233e-25
0.8425840415865972 5.251194231080481e-25
0.8686080618218128 5.000999726701589e-25
0.8954359505632434 4.759584877354867e-25
0.923092824879271 4.517886409666656e-25
0.9516029499758658 4.316846171447208e-25
0.9809935224323767 4.1274739601156724e-25
1.011291212030734 3.962060759890782e-25
1.0425245300525288 3.8057865247947916e-25
1.0747217071727393 3.6725967078944834e-25
1.1079133705484274 3.5417308445133308e-25
1.1421300071810445 3.417782094467124e-25
1.1774030243121463 3.3047049953025806e-25
1.213765148843973 3.199587787155844e-25
1.2512498729960695 3.103951124265962e-25
1.2898917107828478 3.0191294284846536e-25
1.329726500738713 2.9424432729423177e-25
1.3707909189605134 2.8752822276813146e-25
1.4131229045381084 2.8170780168782597e-25
1.4567626092820802 2.7545950269169775e-25
1.5017476810596435 2.7202836705553805e-25
1.5481230074090466 2.674022801437724e-25
1.5959296298509398 2.6372332024503164e-25
1.6452125388271481 2.6009497601766535e-25
1.6960168023689013 2.5702472449565945e-25
1.7483897258943528 2.541583278528196e-25
1.8023810287337099 2.5033107616506345e-25
1.8580380948756834 2.4786614674898635e-25
1.9154134453121214 2.457495160421896e-25
1.9745603179313875 2.4381174930514157e-25
2.0355313227096334 2.4365096011328094e-25
2.0983860793792934 2.426884493016274e-25
2.163180388151004 2.426884493016274e-25
2.229974514132118 2.43329699771837e-25
2.2988310919041344 2.439726446043749e-25
2.369812109125837 2.457495160421896e-25
2.4429845577171525 2.4770268375945255e-25
2.5184160870878363 2.498361370213166e-25
2.596175372907232 2.5282051831555556e-25
2.676336943423214 2.5499805128080097e-25
2.7589713893453593 2.5855529302964394e-25
2.8441589971895205 2.611265217183144e-25
2.9319751084698247 2.6476925608479654e-25
3.022503243722751 2.6810883143771027e-25
3.115826540247236 2.714905293682325e-25
3.2120296597400415 2.758231829739309e-25
3.3112020958159447 2.80780121496804e-25
3.4134386065050735 2.846970250394658e-25
3.518829607791794 2.898134392420321e-25
3.6274742188120035 2.952164923901663e-25
3.7394736376191258 3.0052195652098447e-25
3.854929891558316 3.0652881730470064e-25
3.9739504511669983 3.1286207033948078e-25
4.096646595944249 3.1890513583036643e-25
4.223131429116646 3.248505516213348e-25
4.353520172915899 3.315623536632966e-25
4.487933737839981 3.3885962511191206e-25
4.626497752329881 3.460891105736381e-25
4.769339901755169 3.534728353019189e-25
4.916592775358393 3.6077600805602555e-25
5.068390511393587 3.689595571691867e-25
5.22487387025692 3.7782691018381296e-25
5.386191307776226 3.85633267336738e-25
5.55248770117913 3.9438065827307697e-25
5.7239195963950085 4.027946711093086e-25
5.90064200211612 4.124751969873758e-25
6.082821844539639 4.21831448393048e-25
6.270626413047805 4.313999293849001e-25
6.464228046758748 4.417679369077047e-25
7.092674190608274 4.691991740129531e-25
7.997548110911987 5.216666199632104e-25
8.244468205347351 5.338517457005001e-25
8.49900922084345 5.474037854227571e-25
8.761409871770843 5.609296825548156e-25
9.031912873074921 5.744107305855487e-25
9.310766531828708 5.886039471111763e-25
9.598229591945541 6.031478663389194e-25
9.894565838911225 6.188671468152625e-25
10.20005431567453 6.33740629161321e-25
10.514971330921764 6.50257220290966e-25
10.83961221906895 6.667642594643634e-25
11.174276121349047 6.836903364181545e-25
11.519272489885847 7.010460885936979e-25
11.87491790245326 7.197914878963873e-25
12.241551002967636 7.36118651734617e-25
12.619494713987914 7.563006285229813e-25
13.00911098996103 7.754996219556227e-25
13.410752226715156 7.967612967315681e-25
13.824799325885943 8.164486127958401e-25
14.251626909873373 8.37726951749372e-25
14.69162938677261 8.606946973096051e-25
15.145217979206198 8.837089698963705e-25
15.612813834792911 9.061422749466932e-25
16.094844673090314 9.297582161881312e-25
16.591757756928367 9.53989637687065e-25
19.33844442672699 1.0718533814925868e-24
